state_code,state_name,year,income_group,beneficiaries,cms_cost_per_utilizer,median_income,affordability_index_pct
UT,Utah,2024,Nonfamily_Male_alone,242369,10735.0,120936.0,8.88
VA,Virginia,2021,65plus,1112731,10372.0,865610.0,1.2
VA,Virginia,2021,Family4,1112731,10372.0,386916.0,2.68
VA,Virginia,2021,Female_no_spouse_kids,1112731,10372.0,190940.0,5.43
VA,Virginia,2021,Male_no_spouse_kids,1112731,10372.0,70809.0,14.65
VA,Virginia,2021,Married_with_kids,1112731,10372.0,638495.0,1.62
VA,Virginia,2021,Nonfamily_Female_alone,1112731,10372.0,527589.0,1.97
VA,Virginia,2021,Nonfamily_Male_alone,1112731,10372.0,415076.0,2.5
VA,Virginia,2024,65plus,1112731,10372.0,957818.0,1.08
VA,Virginia,2024,Family4,1112731,10372.0,404960.0,2.56
VA,Virginia,2024,Female_no_spouse_kids,1112731,10372.0,193372.0,5.36
VA,Virginia,2024,Male_no_spouse_kids,1112731,10372.0,71279.0,14.55
VA,Virginia,2024,Married_with_kids,1112731,10372.0,647143.0,1.6
VA,Virginia,2024,Nonfamily_Female_alone,1112731,10372.0,551833.0,1.88
VA,Virginia,2024,Nonfamily_Male_alone,1112731,10372.0,437451.0,2.37
VT,Vermont,2021,65plus,124384,10030.0,81486.0,12.31
VT,Vermont,2021,Family4,124384,10030.0,26635.0,37.66
VT,Vermont,2021,Female_no_spouse_kids,124384,10030.0,13630.0,73.59
VT,Vermont,2021,Male_no_spouse_kids,124384,10030.0,5853.0,171.37
VT,Vermont,2021,Married_with_kids,124384,10030.0,41872.0,23.95
VT,Vermont,2021,Nonfamily_Female_alone,124384,10030.0,42448.0,23.63
VT,Vermont,2021,Nonfamily_Male_alone,124384,10030.0,32879.0,30.51
VT,Vermont,2024,65plus,124384,10030.0,93282.0,10.75
VT,Vermont,2024,Family4,124384,10030.0,27004.0,37.14
VT,Vermont,2024,Female_no_spouse_kids,124384,10030.0,12272.0,81.73
VT,Vermont,2024,Male_no_spouse_kids,124384,10030.0,5956.0,168.4
VT,Vermont,2024,Married_with_kids,124384,10030.0,40746.0,24.62
VT,Vermont,2024,Nonfamily_Female_alone,124384,10030.0,48215.0,20.8
VT,Vermont,2024,Nonfamily_Male_alone,124384,10030.0,41636.0,24.09
WA,Washington,2021,65plus,865220,9750.0,756952.0,1.29
WA,Washington,2021,Family4,865220,9750.0,333956.0,2.92
WA,Washington,2021,Female_no_spouse_kids,865220,9750.0,153705.0,6.34
